text,labels
"Opraštamo se, opraštamo se i strašno dugim nogama odlazimo u svet. Ti u svoju mladost onuda iza fabrika, iza pristaništa i mosta, niz raskršća koja se razilaze kao posvađani ljudi. Ja u svoju mladost onuda uz prugu, gde trava ima ukus vode, peska i sunca. Nikad više nećemo sedeti u istoj klupi ni jedno od drugog prepisivati zadatke, ni deliti užinu na odmoru. Nikada se više neću smejati tvojim olinjalim lutkama ni ti mom neukroćenom žvrku na temenu za koji su me večito čupkali oni što sede iza nas. Nije ovo više završena samo jedna školska godina. Kažu: gotovo je detinjstvo. Jedno veliko detinjstvo danas je gotovo. Kažu, i svi su zajedno radosni i kotrljaju se niz stepenice kao šaka prosutih klikera, i svi su smešni od zadovoljstva kao plastelinske figure, i svi su šareni i čudni kao grad za vreme velikih praznika. Samo ja znam: nikada više, nikada više, nećemo se uhvatiti za ruke ni hodati od ugla do ugla i pokušavati uzalud da se setimo dok ćutimo nečega vrlo važnog, nečega toliko ogromno važnog čega se razdvojeni nikada više nećemo moći setiti. ","Ljubavna poezija"
"Tamo gde zima i leto, proleće i jesen vlada, Gde čovek živi u borbi sa ljudima i samim sobom, Gde bezazlena nevinost večito pati i strada, Vetar potresa ogolele grane nad tvojim grobom. Tamo gde ti je kolevku mati dala na svom nedru, Gde se osmeh i suza ukrstili nad tvojom glavom, Gde ti je lepota smelo krasila devičnost vedru, Ležiš u daskama, pokrivena busenjem i travom. Tamo gde te mladost uvi tkaninom ljubavnih boja, Gde si uvek koračala ponosna, gorda i laka, Gde si verovala i gde se podigla propast tvoja, Ostavila je trag na groblju humka i tvoja raka. Tamo gde ti je s iluzija budućnost, sreća sjala, Gde si zanosno gledala snove što ih nada plela, Gde ničeg ne nađe sem bol i sećanje da si pala, Tamo si ponova došla, jer si tu i mreti htela. Znam da tada ni nebo ni čovek zaplakao nije, Znam da si najzad našla humanost i vrata bolnice, Znam da zemlja sačuva vlagu, njom da te mirno pije, Znam da ti svet i Bog sve uzeše, divna bludnice. ","Ljubavna poezija"
"Ne pevaj, draga, kada si sa mnom, Gruzinske pesme, pune tuge: U sećanju mi bude tamnom Daleki žal i dane druge. Kad razliju se u tišini Te pesme lude, zanesene, Ja vidim stepu, mesečinu I lik daleke jedne žene. Otkada ugledah te, draga, Njen lik u mom srcu gasne, Al’ nova oživi ga snaga, Kad začujem te pesme strasne. Ne pevaj, draga, kada si sa mnom, Gruzinske pesme pune tuge, U sećanju mi bude tamnom Daleki žal i dane druge. ","Ljubavna poezija"
"Kad bi se utapala, ja bih te spasio, umoto u deku, sipo vrućeg čaja. Kad bih bio šerif, tebe bih uhapsio, držo te u ćeliji, pod ključem, do kraja. Kad bi bila ptica, zvučnike stišo bih da šute i celu noć slušo tvoj visoki ćurlik. Kad bih bio oficir, ti bi u regrute, i, tvrdim ti, bila bi dobar vojnik. Da si Kineskinja, tvoj bih jezik naučio, palio tamjan, oblačio se smešno skroz. Da si ogledalo, u ženski toalet bih odleteo, dao ti svoj crven karmin, napudro ti nos. Da voliš vulkane, ja bih lava bio, u erupciji skrivenoj koja ne prestaje. A da si mi žena, ja bih te voleo, jer Crkva razvod nikad ne priznaje. ","Ljubavna poezija"
"Kad Čovjek, istjeran iz Raja, Za časak zasta pokraj vrata, Svaki ga prizor bivšeg sjaja Nagna klet’ kob što mu je data. Al’ iduć kroz daleke kraje, Nauči snosit grijeh svoj prijek; Tad drugo vrijeme ču mu vaje, U radu svome nađe lijek. Tako će, gospo, sa mnom biti, Ne smijem vidjet čar vaš, jao: Dok krzman, uz vas, neću kriti, Uzdišem zbog sveg’ što sam znao. Mudriji bit će bijeg moj taj Od napasti što vreba samo; Ne mogu gledat u svoj raj Bez želje da ne živim tamo. ","Ljubavna poezija"
"Da, mi nećemo lutati više u kasnoj noći ti i ja, i zalud srce ljubavlju diše i mjesečina još uvijek sja. Jer duša kreće već iz grudi uz mač što hrli sad u boj; za predahom mi srce žudi, i ljubav traži kraj već svoj. I zalud noć sva voljenjem diše i zalud njoj će uskoro kraj, nas dvoje neće lutati više uz mjesečine blistav sjaj. ","Ljubavna poezija"
"Malo onaj poznaje ženske grudi Ko s uzdahom želi steći ljubav njenu; Zar mari ta za srce koje za njom žudi? Obaspi je hvalom – idola za svaku zenu; Ali ne ponizno, jer će u tom trenu Prezreti trud, čak i tvog stiha čar; Ako si spretan, nežnost skrij; za ženu Drskost još uvek najbolja je stvar: Ljuti je pa je teši – osetićeš njen žar. ","Ljubavna poezija"
"Opet vodi me navika U kraj ljubavi i poluostrva večnih, Radionica raj i arkadiju fabrika, Raj od brodova rečnih, I ja ponovo prošaptah: Tu sam opet kraj detinjih lara, I projurih ja po Maloj Ohti kroz hiljadu ara. Ispred — odsjaj na reci, Što se širi pod kamenougljenom maglom, Iza — tramvaj u jeci, Što probruja na mostu još jakom, A iz plota od opeka Najednom sinu sumorna, hladna. Dobar dan, mi se sretosmo, mladosti jadna. Džez iz predgrađa javlja se nama, Čuješ gde trube predgrađa, Zlatni diksilend slama, Sa kačketima crnim, bez nedaća, Niti duša, nit telo — Neka sena mi natkrili gramofon, Nalik haljini tvojoj što uvis je podiže saksofon S jarkocrvenom maramom, Ogrtačem, ti još si tu, gospo, Icpred ulaza paradnog, Pored godina prošlih, na mostu, A u rukama ti nedopijena još limunada, Dok se čuje pozadi sirena iz mog kombinata. Dobar dan. E, i to mi je susret. Bestelesna si bez mere! Novi suton baš pored nas, uzgred, Platna plamena tera. Kako si jadna! A prolete zalud Ovoliki broj leta. Dobar dan, moja mladosti. Bože moj, ala si lepa! Preko ledenih staza Jure nečujno hrtovi vatreni, Iznad crvenog jaza Pisak voza se pronosi pakleni, A na ulicu pustu, Dok se gubi sred šumske magline, Taksi izleće, jasike gledaju neba visine. Ovo naša je zima. Mrtvim očima gleda nas moderni fenjer, Tu na hiljade ima Kuća s blešteće zlim osvetljenjem. Ja svoj podižem krik Da u kuće ne udari snažan: Ovo naša je zima, i ništa je ne vrati nazad. Zar do smrti… Te nema, Nju ne nađosmo, pa je i nemamo. Još od našeg rođenja Svakog dana mi nekuda krenemo, Ko da neko u dalekoj Novogradnji najdivnije svira. Mi se rastajemo. Samo smrt nas jedanput još zbira. Dakle, rastanka nema. Veličanstveni susret nas veže. Kad tu, neko u mraku ramena Naša hvata i steže, Obavijeni tamom, Obavijeni tamom i mirom, odnekud Svi smo došli da gledamo hladnu i blistavu reku. Punim dišemo plućima, Jer mi, kao zelenilo, U životima tuđina Od nas stvaramo zrake i senilo, Ili više od toga — Pošto sigurno gubimo sjaj, Sve dok bežimo zauvek, mi smo i smrt, al’ i raj. Evo opet gde prolazim U tom presvetlom raju — od stanice levo, Ispred mene odlazi, Sebe rukama prekriva, moderna Eva, Jarkocrveni Adam Izdaleka se vidi pod lukom, Nevski vetar na harfama izvodi muziku s tugom. Kako život je bučan Crno-belog raja novogradnje. Ali zmaj dok se klupča, Nebo ćuti, herojčić bez patnje, Kraj fontane svetluca, Ko zanemela, ledena gora, Veju jutarnji snegovi, jure bez prestanka kola. Zar to ja, kao niko, Lampionima trima obasjan, Usred tame toliko Po iverku sam trčao vazdan, Dok se sijanje neba Pokraj krana rumenilo? Zar ne bejah to ja? Tu se zauvek nešto promenilo. Neko novi sad caruje, Bez imena, svemoguć, predivan, Moju zemlju ozaruje Tamnoplavi sjaj, koji se preliva, A u očima vatrenih atova Lampioni trepere — lik cveta, Neko prolazi večno kraj domova belih, van sveta. Dakle, rastanka nema. Znači, zalud se oproštaj traži Od tih pokojnih sena, Jer za zimu „nazad“ ne važi. Samo jedno još ostaje: Da po zemlji bez straha se hodi. Zakašnjenja tu nema. Jer preticanja su u modi. To, kud odlazi svak, Da l’ je mesto iz raja il’ had, Ili naprosto mrak, Ili tmina, to ko će da zna, Zemljo moja, ti voljena, Stalni predmet veličanja pesmom Da li ljubav je? Ne, ona naziva nema slovesnog. Ovo život je večni: Most upadljiv, pričanja, koja ne uviru, Prepliv šlepova rečnih, Oživljavanje ljubavi, prošlost na umoru, Svetla velikih brodova I sjaj izloga, škripe tramvaja daleke, Uz široke tvoje pantalone talasanje reke. Evo čestitam sebi I na tebi, i ranom pronalasku, Evo čestitam sebi Na zloj sudbini, sreći na zalasku, Ovoj večitoj reci, Punom jasika svodu, Na gubicima usred redova u nemuštom dobu. Ne ko žitelj tih mesta, Ne ko mrtvac, već sudija vičan, Sasvim sam, ti ne presta Da o sebi za njima još pričaš: Ne prepoznah ja nikog, Sve pobrkah, pretumbah u sećanju sliku, Hvala Bogu, sad zima je. Znači, ne vratih se nikud. Hvala Bogu, što stranac sam. Ne okrivljujem ovde ja nikog. Ne prepoznajem ništa. Ja obilazim, žurim ko niko. Kako dobro je meni Što se ni sa kim nisam ja rastao. Hvala Bogu što bez svoje zemlje na zemlji sam rastao. Evo čestitam sebi! Ma koliko da živim ja — bez nadoknade. Ma koliko da živim, Ma koliko da dam za čašu limunade. Ma koliko da vraćam se — kao pred dom, Ma koliko da dam ja za tugu zbog odžaka, šetnji sa psom. ","Misaono - refleksivna poezija"
"Noć ova, opčinjena belinom kože. Od drhtave rezede što grebe žaluzinom do rezbarne trepetne zvezde noć, svakom porom uzvrvela kao insekt naleće, tavna, na lampu, čija je izbočina vrela, iako je isključena davno. Spavaj. Sa svih dvadeset pet sveća plen sanje- kao njene obrte, smogla da ne razgoniš zrake, što već su prelomljeni o tvoje crte- ti prigušeno svetliš iznutra, dok ja, usnom ti taknuv rame, kao da knjigu pri tvom svetlu do jutra čitam i šapatom sričem – sezame ","Ljubavna poezija"
"Trgnuo sam se danas dvaput iz sna i prišao prozoru, gde su ulične lampe polovinu rečenice, koja je pala u snu, sa tačkicom, tačkicom, tačkicom produžavale, kako ne bi ostavile ni jednu iskru utehe. Sanjao sam o tebi, bila si trudna. Čudno, iako već odavno ne živimo zajedno, stajao sam ipak svestan krivice, a moje ruke, koje su se radosno ka okruglom stomaku protezale, pecale su u stvarnosti za košuljom tražeći svetlo. Kad sam prišao prozoru, znao sam tačno: ostavljam te tamo samu, u snu, u tom mraku, gde strpljivo boraviš, dok ne dođem, mene ne okrivljuješ zbog namernog prekida. Jer što se svetlošću razbija, sve to odlazi dalje u mrak. Tamo smo čovek i žena, ona životinja sa dve kičme, blažena, tako da deca samo kao izgovor za našu golotinju služe. U nekakvoj budućoj noći, dolaziš opet meni: mršava, jadna. Tu ću sina, kćerku videti, koji su bez imena, i ne sklanjam ruke i ne hvatam svetlost, ko bi mi ovaj put dao pravo, vas dvoje same da ostavim tamo u carstvu hladovine, bez reći ispred nasipa dana, koji se ipak presuđuju po stvarnosti koja me nalazi budnog, nedostižnog. ","Ljubavna poezija"
"Mi smo se suviše sretali na raskršćima neznanim Mada smo različitim putevima koračali Tinjalo nebo večernje u šiprazima zvezdanim I uvek oblaci ždralova sa prolećem se vraćali. Mi smo se suviše sretali a reči rekli nismo I u leta kovrdžava sa preplanulim licima Pod kapom zelenih dudova za časak zastali smo Pa onda prošli, odlutali svako za svojim vidicima. U novembru su oblaci kao buktinje rudeli I vetar kišama umio sivo popodne ogolelo A putevi se dužili i raskršća su žudela Za nešto kratko u susretu što se toliko volelo. U zime snežne, pobelele ko tvoji isprani dlanovi Dugo si, dugo čekala pod jablanom, na smetu I vrat mi goli uvila maramom svojom lanenom Da sivookom putniku ne bude zima u svetu. Pa ipak, ti su susreti tek kratka radovanja Jer znam: na nekom raskršću neću te videti više Pružićeš nekome dlanove, prestaće putovanja I pod krov neki svratićeš da se skloniš od kiše. Spustiću tvoju maramu usput kraj putokaza I sa vetrom – drugarom otići nabranih veđa Jer meni život prestaje ako siđem sa staza I pred nečijim vratima skinem torbu sa leđa. ","Ljubavna poezija"
"Hiljade i hiljade godina Ne bi bilo dovoljno Da se opiše Kratki sekund večnosti U kome si me ti poljubila U kome sam te ja poljubio Jednoga zimskog praskozorja U Parku Monsuri u Parizu U Parizu Na Zemlji Na Zemlji koja je zvezda. ","Ljubavna poezija"
"Draga i ja na zabavu neku. sa oblaka gde nam ljubav bila, Krenuli smo, padala joj svila, hod i osmeh u muziku meku. Ostavismo budućnost daleku, dan večnosti, pokrajinu vila, Mesta kondor gde razvija krila, da bi stigli na igranku neku. Uđosmo u dvoranu žurno. S naših lica još se nebo sija. Nismo znali za život i zvona. Dočeka nas smeh kostura burno, vetar greha, miris zemlje, i ja digoh glavu, lice pokri ona. ","Ljubavna poezija"
"Sve si mi bila, ljubavi, Sve što mi duše ište Moj zeleni otok, ljubavi, I česma, i svetište; Svud vijenci voća, cvjetne hvoje, I sve što bješe moje. Prelijepi snu, ne trajes više! O, zvijezde nade, što ste sjale, Sad oblaci vas sakriše! Glas Budućeg mi viče: “Dalje!” Ali moj duh se, lebdeć, njiše Nad tamnim morem prosle sreće Užasnut, nijem, sve tiše. Jer jao! Jao, u meni života svjetlo trne. “Nikad već – nikad za te” (kao da valove crne slušam što šapuću kleti) “Spaljeno stablo ne cvate, Orao ranjen ne leti.” Svi sati su mi poput zore, A noć ko sanja čista, Gdje tvoje tamne oči gore, I gdje ti korak blista: U kojem plešu sad se vije, Kraj kojih voda Italije? Prokleto bilo ono doba: Od ljubavi su odveli te. Za tuđi ležaj tad su zloba I crni zločin oteli te, Od naših magla i od mene, Gdje srebro tušnih vrba vene. ","Ljubavna poezija"
"Svu večer na pustom bregu neko stoji. Pusti me, majko, da vidim, da li je čovek ili bor. Pusti me da vidim ko to svu večer gleda u naš beli, skromni dvor. Pusti me, majko, neće me umoriti hod, breg je blizu našeg doma. O, ja osećam da mi je rod taj čovek ili bor što svu večer blizu groma stoji i gleda u naš dvor. Vidiš li oblak crn, ogroman, zlokoban brod nad njim plovi i smrt nosi? O, majko, idi ti ga bar zovi neka se skloni u naš dom taj čovek ili bor što svu večer stoji i gleda u naš beli skromni dvor. Na pustom bregu on je sam kao dete kad ruke skrsti nad bolom nekim prvi put. Pusti mi da tanki moji prsti meta budu burama zlim. Pusti me, majko, dobra majko, tako je potmuo i zao oblak što vitla nad njim. ","Ljubavna poezija"
"Isprazno Vi srdačnim Ti Ona zabunom zameni I odmah u mojoj mašti Uzrhta duša u meni. Pred njom snovi mi se snili Ne mogu da joj odolim. Kažem: “Kako ste mili” A mislim: “Kako te volim! ","Ljubavna poezija"
"Poznala sam te kad sneg se topi, topi, i duva vetar mlak. Blizina proleća dušu mi opi, opi, pa žudno udisah zrak. S nežnošću gledah stopa ti trag, trag po snegu belom; i znadoh da ćeš biti mi drag, drag u životu celom. Poznala sam te u zvonak dan, dan pijan, svež i mek. Činjaše mi se već davno znan, znan kad te poznadoh tek. S nežnošću gledah stopa ti trag, trag po snegu belom; i znadoh da ćeš biti mi drag, drag u životu celom. Poznala sam te kad kopni led, led, dok se budi proletnji dah; kad dan je čas rumen, čas setan, bled, kad sretno se i tužno u isti mah. S nežnošću gledah stopa ti trag, trag po snegu belom; i znadoh da ćeš biti mi drag, drag u životu celom. ","Ljubavna poezija"
"tvoj je bio najsvirepiji a ja sam bio dim u tvom ogledalu i žadom si šatirala kosu, ali bila si žena, a ja dečak, ali dečak dovoljan za vino i tebe sada sam odrastao dovoljno muško za sve, a ti si, ti si stara nisi više tako svirepa sada je tvoj gvozdeni krevet prazan. ","Ljubavna poezija"
"U ružičasti vagon sa plavim jastucima Sešćemo, zimi, pa na put! Biće nam dobro. Gnezdo sa ludim poljupcima Skrivaće svaki dremljiv kut. Sklopićeš tada oči, da ne vidiš kroz prozor Sav čudovišni onaj puk U kom se mrzovoljno, da ispuni te grozom, Crn demon ceri, crni vuk. Tad će ti iznenada pecnuti obraz nešto. I sićušni poljubac vratom će tvojim vešto Potrčati, ko pauk lud… Rekavši: “Traži”, ti ćeš prignuti glavu k meni; I tražićemo dugo tu bubu, zaneseni, – A ona će da skita svud… ","Ljubavna poezija"
"Oj, ta veruj veru meni! Zar se nisam dosta kleo? Moj pupoljče prerumeni, zar ti nisam dosta veo? Hoćeš sunce da ti snesem da zasvetli suncu mom, il’ s njim rane da sažežem srcu mome bolesnom? Il’ ćeš da ti mesec mladi vile snesu s nebesa da ti ljubav s lica hladi ta sedefli lepeza? Il’ u krilo da ti stresu sve aleme nebesne, da zvezdama isprevezu tvoje želje, tvoje sne? Hoćeš zoru da te dvori? Hoćeš da te slavi dan? Il’ uz tebe da ti gori mač od munje usijan? Sve to tebi, mojoj duši, sve ću tebi dati ja: i kad mi se srne s’suši, daću ti od njega pra’. ","Ljubavna poezija"
"Volimo se, dušo, je li? e, pa šta nas jošte deli? je l’ se kakva crna sila il’ sudbina namerila da se baci među nas? Crna sila, te nagrnu na zenicu tvoju crnu i na tvoju crnu vlas? Al’ raširI bele ruke, poleti mi, zagrli me zagrljajem plamenime, zagrljajem žestokim; pa što bude sudbe kivne da u plamu ne izgori, to će stisak da umori zagrljajem, dušo, tim. ","Ljubavna poezija"
"Nema mene al ima ljubavi moje; Vidim je u suncu i zemlji gde nam trunu kosti. Dovršava se dan u njenoj zahvalnosti Slično muzici slično praznini, spokojem. Ona će sačuvati namere moje i tvoje I vaskrsnuće mrtve rođendane po milosti. U podnožju vetra nemerljiva sen oholosti Nestaće u pepelu onih što više ne postoje. U pusto srce u mrtvo vreme me zovi, Minula čežnjo, da se svet ponovi. Ako ne saznah ljubav i uspavah svoj um, Pa mi je prazan dan koji još došao nije, Ko granu koja se izdužuje u uzaludan šum Neka me nedostojnog vetar obavije. ","Ljubavna poezija"
